time_ms,balance,unrealized_pnl,equity
1651204800000,492.932517273818,0.0,492.932517273818
1651219200000,492.932517273818,0.0,492.932517273818
1651233600000,492.932517273818,0.0,492.932517273818
1651248000000,492.932517273818,0.0,492.932517273818
1651262400000,492.932517273818,0.0,492.932517273818
1651276800000,492.932517273818,0.0,492.932517273818
1651291200000,492.932517273818,0.0,492.932517273818
1651305600000,492.932517273818,0.0,492.932517273818
1651320000000,492.932517273818,0.0,492.932517273818
1651334400000,492.932517273818,0.0,492.932517273818
1651348800000,492.932517273818,0.0,492.932517273818
1651363200000,492.932517273818,-5.224959170678083,487.70755810313995
1651377600000,492.932517273818,-4.185851021069188,488.7466662527488
1651392000000,492.932517273818,-3.2163482020561283,489.7161690717619
1651406400000,485.8605309376869,-4.159466013780643,481.7010649239063
1651420800000,485.8605309376869,0.620164429668262,486.48069536735517
1651435200000,485.8605309376869,-4.013004991223539,481.8475259464634
1651449600000,485.8605309376869,-5.463326336545106,480.3972046011418
1651464000000,478.78854460155577,0.0,478.78854460155577
1651478400000,478.78854460155577,0.0,478.78854460155577
1651492800000,478.78854460155577,0.0,478.78854460155577
1651507200000,478.78854460155577,0.0,478.78854460155577
1651521600000,478.78854460155577,0.0,478.78854460155577
1651536000000,478.78854460155577,0.0,478.78854460155577
1651550400000,478.78854460155577,-0.470483127159144,478.31806147439664
1651564800000,478.78854460155577,-0.593518011918745,478.19502658963705
1651579200000,478.78854460155577,0.9068240550108349,479.6953686565666
1651593600000,480.2808723109189,3.5845382006190203,483.8654105115379
1651608000000,480.2808723109189,3.486452056380116,483.767324367299
1651622400000,482.1931613695137,0.0,482.1931613695137
1651636800000,482.1931613695137,0.0,482.1931613695137
1651651200000,482.1931613695137,0.0,482.1931613695137
1651665600000,482.1931613695137,0.0,482.1931613695137
1651680000000,482.1931613695137,0.0,482.1931613695137
1651694400000,482.1931613695137,0.0,482.1931613695137
1651708800000,482.1931613695137,0.0,482.1931613695137
1651723200000,482.1931613695137,0.0,482.1931613695137
1651737600000,482.1931613695137,0.0,482.1931613695137
