symbol,side,entry_time_ms,exit_time_ms,entry_price,exit_price,quantity,pnl,pnl_pct,reason,leverage,leverage_tier,partials_json
ETHUSDT,long,1635940800000,1635940800000,4582.45,4467.88875,0.057045555811182286,-6.8191650630240686,-2.4999999999999947,stop_loss,5.0,major,[]
BTCUSDT,long,1636315200000,1636372800000,62312.5,65437.9825,0.001215689077776092,3.714197261589581,5.015819458375122,TRAILING_STOP,5.0,major,"[{""fill_price"":63558.75,""level"":0.02,""pnl"":1.4600932102769302,""qty"":0.001240499058955196,""size"":0.3,""time_ms"":1636329600000},{""fill_price"":64181.875,""level"":0.03,""pnl"":1.5628578308710679,""qty"":0.0008683493412686372,""size"":0.3,""time_ms"":1636329600000},{""fill_price"":65428.125,""level"":0.05,""pnl"":2.4681467983438012,""qty"":0.0008104593851840614,""size"":0.4,""time_ms"":1636329600000}]"
BTCUSDT,long,1636387200000,1636444800000,66428.5,67571.0,0.0019379102978121332,2.0712390592269396,1.7198943224670133,TRAILING_STOP,5.0,major,"[{""fill_price"":67757.07,""level"":0.02,""pnl"":1.488751656433374,""qty"":0.0011864756925380406,""size"":0.3,""time_ms"":1636401600000},{""fill_price"":68421.355,""level"":0.03,""pnl"":1.5935333224636095,""qty"":0.0008305329847766284,""size"":0.3,""time_ms"":1636416000000}]"
ETHUSDT,long,1636387200000,1636531200000,4765.1,4733.6,0.055134065421336545,-2.0247591317418085,-0.6610564311347086,time_exit,5.0,major,[]
ETHUSDT,short,1637092800000,1637107200000,4265.8,4222.4,0.04339321675992,1.6806839410046974,1.0173941581883947,TRAILING_STOP,5.0,major,"[{""fill_price"":4180.484,""level"":0.02,""pnl"":1.5002375971088622,""qty"":0.01859709289710857,""size"":0.3,""time_ms"":1637092800000}]"
BTCUSDT,short,1637107200000,1637121600000,60111.0,59429.77249999999,0.0030890143264748764,1.9012267697209833,1.1332825938680244,TRAILING_STOP,5.0,major,"[{""fill_price"":58908.78,""level"":0.02,""pnl"":1.5049136616514245,""qty"":0.001323863282774947,""size"":0.3,""time_ms"":1637107200000}]"
ETHUSDT,short,1637121600000,1637136000000,4120.8,4223.82,0.06479631075629183,-6.972701258977896,-2.4999999999999885,stop_loss,5.0,major,[]
BTCUSDT,short,1637136000000,1637136000000,59746.5,59225.24999999999,0.003140602600854858,1.431535462582578,0.8724360422786394,TRAILING_STOP,5.0,major,"[{""fill_price"":58551.57,""level"":0.02,""pnl"":1.520768696299087,""qty"":0.0013459725432235106,""size"":0.3,""time_ms"":1637136000000}]"
BTCUSDT,short,1637150400000,1637164800000,60780.0,60267.65499999999,0.0030617614848076615,1.3648377115859,0.8429499835472334,TRAILING_STOP,5.0,major,"[{""fill_price"":59564.4,""level"":0.02,""pnl"":1.508237590317613,""qty"":0.0013121834934889977,""size"":0.3,""time_ms"":1637150400000}]"
BTCUSDT,short,1637179200000,1637251200000,60228.5,58419.847499999996,0.0021756999793007712,3.793106442852395,3.0029844674863293,TRAILING_STOP,5.0,major,"[{""fill_price"":59023.93,""level"":0.02,""pnl"":1.5171926288883169,""qty"":0.0013320612118167987,""size"":0.3,""time_ms"":1637236800000},{""fill_price"":58421.645,""level"":0.03,""pnl"":1.6239400590806607,""qty"":0.0009324428482717591,""size"":0.3,""time_ms"":1637236800000}]"
